Project, Version, Iteration, Budget, Suite, Test count, APFDf, TTFF, pTTFF
Collections,25,3,80%,STARTS+FAST-P,155,0.40463917525773196,116,0.5979381443298969
Collections,25,3,80%,STARTS+DPT,155,0.9664948453608248,7,0.03608247422680412
Collections,25,3,80%,Fastazi-S,155,0.33762886597938147,129,0.6649484536082474
Collections,25,3,80%,Fastazi-P,155,0.30154639175257736,136,0.7010309278350515
Collections,25,3,80%,Random,155,0.0,NA,NA
Collections,25,3,90%,Ekstazi,157,0.7757731958762887,44,0.2268041237113402
Collections,25,3,90%,FAST,174,0.13659793814432986,168,0.865979381443299
Collections,25,3,90%,Ekstazi+dpt,157,0.9664948453608248,7,0.03608247422680412
Collections,25,3,90%,DPT,174,0.9664948453608248,7,0.03608247422680412
Collections,25,3,90%,STARTS,157,0.25,146,0.7525773195876289
Collections,25,3,90%,STARTS+FAST-S,157,0.40463917525773196,116,0.5979381443298969
Collections,25,3,90%,STARTS+FAST-P,157,0.40463917525773196,116,0.5979381443298969
Collections,25,3,90%,STARTS+DPT,157,0.9664948453608248,7,0.03608247422680412
