Project, Version, Iteration, Budget, Suite, Test count, APFDf, TTFF, pTTFF
Time,11,24,25%,Random,36,0.0,NA,NA
Time,11,24,30%,Ekstazi,29,0.9691780821917808,5,0.03424657534246575
Time,11,24,30%,FAST,43,0.0,NA,NA
Time,11,24,30%,Ekstazi+dpt,29,0.9417808219178082,9,0.06164383561643835
Time,11,24,30%,DPT,43,0.886986301369863,17,0.11643835616438356
Time,11,24,30%,STARTS,1,0.0,NA,NA
Time,11,24,30%,STARTS+FAST-S,1,0.0,NA,NA
Time,11,24,30%,STARTS+FAST-P,1,0.0,NA,NA
Time,11,24,30%,STARTS+DPT,1,0.0,NA,NA
Time,11,24,30%,Fastazi-S,29,0.9075342465753425,14,0.0958904109589041
Time,11,24,30%,Fastazi-P,29,0.8801369863013698,18,0.1232876712328767
Time,11,24,30%,Random,43,0.0,NA,NA
Time,11,24,40%,Ekstazi,29,0.9691780821917808,5,0.03424657534246575
Time,11,24,40%,FAST,58,0.0,NA,NA
Time,11,24,40%,Ekstazi+dpt,29,0.9417808219178082,9,0.06164383561643835
Time,11,24,40%,DPT,58,0.886986301369863,17,0.11643835616438356
Time,11,24,40%,STARTS,1,0.0,NA,NA
Time,11,24,40%,STARTS+FAST-S,1,0.0,NA,NA
Time,11,24,40%,STARTS+FAST-P,1,0.0,NA,NA
Time,11,24,40%,STARTS+DPT,1,0.0,NA,NA
Time,11,24,40%,Fastazi-S,29,0.9075342465753425,14,0.0958904109589041
Time,11,24,40%,Fastazi-P,29,0.8801369863013698,18,0.1232876712328767
Time,11,24,40%,Random,58,0.0,NA,NA
Time,11,24,50%,Ekstazi,29,0.9691780821917808,5,0.03424657534246575
Time,11,24,50%,FAST,73,0.0,NA,NA
Time,11,24,50%,Ekstazi+dpt,29,0.9417808219178082,9,0.06164383561643835
Time,11,24,50%,DPT,73,0.886986301369863,17,0.11643835616438356
Time,11,24,50%,STARTS,1,0.0,NA,NA
Time,11,24,50%,STARTS+FAST-S,1,0.0,NA,NA
Time,11,24,50%,STARTS+FAST-P,1,0.0,NA,NA
